38127987424935 650410086286996191 -1 45
38127987424935 924995860653791030 -1 54
38127987424935 8142175346550601965 -1 29
190641099386142 8592459252441599328 -1 18
198267213431781 8592459252441599328 -1 9
198267600871956 8592459252441599328 -1 0
175401268789883 8592459252441599328 -1 20
198286197075113 8592459252441599328 -1 2
198286197075134 8592459252441599328 -1 13
198296660616983 8592459252441599328 -1 16
198296875850588 8592459252441599328 -1 34
198296875850588 8675845160939932173 -1 61
198296875850588 5003622171708657220 -1 43
198296875850588 15580496201144545429 -1 47
198296875850588 1635755717174430986 -1 39
815970272134535 9740866023212383520 -1 23
1433831954776136 14630470890586821682 -1 59
1433831954776136 18321722574829913713 -1 41
1433831954776136 7199101417849755770 -1 57
38127987424935 350220815692997949 1 19
30503552201415 433606724191330794 1 43
30503552201415 9455358309508416871 1 37
38136123255204 9755547580102415113 1 18
167771667920472 9905642215399414234 1 21
99148264124391 13057629556636395775 1 45
99148264124391 15290905772753839374 1 31
716821660408338 13940054055080847285 1 33
718516237627224 13945613115647402808 1 17
717669078157944 13954878216591662013 1 41
717669078157944 6742064956056315401 1 48
717669078157944 9884258878713308007 1 51
717669078157944 13367666631144198983 1 49
717669078157944 15484197790401695937 1 53
175399202507904 8592459252441599328 -1 19
198278319485799 8592459252441599328 -1 13
198288783027648 8592459252441599328 -1 34
198288783027648 8675845160939932173 -1 61
198288783027648 5003622171708657220 -1 43
198288783027648 15580496201144545429 -1 59
198288783027648 12019099868203265143 -1 47
53387318225178 350220815692997949 1 21
38143871664984 350220815692997949 1 34
30518274179997 366897997392664518 1 9
30517886779191 366897997392664518 1 37
30503552201415 350220815692997949 -1 18
38129924527380 650410086286996191 -1 45
38129666247054 6467814236194875478 -1 29
175400881330023 6918098142085872841 -1 20
198284647353786 6918098142085872841 -1 9
198285034793961 6918098142085872841 -1 0
198285034813646 6918098142085872841 -1 2
198285034813667 6918098142085872841 -1 10
198286197134210 6918098142085872841 -1 4
200827675542239 6918098142085872841 -1 13
200838139070966 6918098142085872841 -1 16
200837063460626 6918098142085872841 -1 11
200838226666877 6918098142085872841 -1 24
201403214880002 6918098142085872841 -1 25
205640045347706 6918098142085872841 -1 34
38129924527380 350220815692997949 1 17
61013432270817 350220815692997949 1 21
38143613384658 433606724191330794 1 26
33059881728000 433606724191330794 1 41
33059881728000 24233075076125011 1 25
33907170337443 27939115453828693 1 40
34754545040328 12180045513944201971 1 24
34189685967366 17201105028324384855 1 8
34189642927206 17201105028324384855 1 42
34189642927206 16293412761029084921 1 37
34189642927206 16593602031623083163 1 56
38127987424935 13411185877902873590 -1 29
129666538304388 13861469783793870953 -1 30
602453969794071 13861469783793870953 -1 43
579587637692313 13536178831626164385 -1 20
396580271621427 14887030549299156474 -1 34
404205869106414 11233707161080167781 -1 9
404203932043335 11233707161080167781 -1 10
404205094422900 11233707161080167781 -1 11
404208581561595 11233707161080167781 -1 14
404208591658974 11233707161080167781 -1 4
404208591659163 11233707161080167781 -1 5
404208587410308 11233707161080167781 -1 2
404208587410353 11233707161080167781 -1 13
404219050952202 11233707161080167781 -1 15
404344594322514 11233707161080167781 -1 31
1227909122701110 15286262314099144048 -1 46
1227909122701110 6815825369048700488 -1 47
1227909122701110 16437209892593182199 -1 59
1227909122701110 13778868099063783368 -1 58
1227909122701110 12892754167887317091 -1 41
1227909122701110 1770133010907159148 -1 40
1227909122701110 10360422007720140911 -1 42
1227909122701110 15573572825758593153 -1 26
1233840142967211 15573572825758593153 -1 16
1234687517670096 3417760386890516193 -1 60
1233840358200816 11180315461776226951 -1 8
1233840487354101 11180315461776226951 -1 24
38130828862815 350220815692997949 1 20
198274187354877 350220815692997949 1 21
175418318794968 350220815692997949 1 3
175418318795013 350220815692997949 1 4
175418318617947 11278144570031846350 1 1
175418706077796 11278144570031846350 1 16
175418749124519 11278144570031846350 1 12
177109969230608 11278144570031846350 1 14
177099512066051 11278144570031846350 1 26
174557646237722 11311498933431179488 1 33
172015780409393 11326323094941994216 1 8
172015651275791 11326323094941994216 1 10
172015263894668 11326323094941994216 1 24
171450404821706 11326323094941994216 1 30
377404299035573 11326323094941994216 1 23
1818704985817334 11326323094941994216 1 37
1544277648234443 11776607000832991579 1 40
1544277648234443 8632103646661942941 1 41
1544277653017898 8194934694713959543 1 6
1544277648235415 8194934694713959543 1 42
1544277648235415 6883427838870009349 1 44
1544277648235415 17160941506921861559 1 39
1544277648235415 8152170664230409289 1 46
1544277648235415 15551265496613328885 1 54
1544277648235415 6472895139173300564 1 60
1544277648235415 1130800639761380135 1 59
1544277648235415 17796846547000291608 1 58
1544277648235415 17203280491510078227 1 57
1544277648235415 17005425139680007100 1 56
1544277648235415 4641643973263615647 1 62
38127987424935 7293592457400996061 -1 45
33044255768277 13110996607308875348 -1 18
40670628094242 13411185877902873590 -1 43
40670628094242 5591347378728209890 -1 29
200807787917529 6191725919916206374 -1 52
200807787917529 9672974039273677787 -1 59
200807787917529 6111577706332397501 -1 9
200808175364262 6111577706332397501 -1 0
200808175383947 6111577706332397501 -1 2
200808175443014 6111577706332397501 -1 16
200808261543017 6111577706332397501 -1 17
203350385651672 6111577706332397501 -1 54
38129666247054 11278144570031846350 1 26
55943647751763 11278144570031846350 1 29
124580998685448 11278144570031846350 1 13
124577523061308 11278144570031846350 1 37
101700732201156 11728428475922843713 1 22
101721652907562 14880415817159825254 1 6
101909937671622 14880415817159825254 1 7
101909932890840 14880415817159825254 1 4
101909932890678 14880415817159825254 1 45
101909932890678 18141237711758946026 1 34
103604510109564 18124560530059279457 1 24
103887025739487 18124560530059279457 1 8
103887111878856 18124560530059279457 1 0
103887111878863 18124560530059279457 1 2
103887499633969 18124560530059279457 1 3
103887499456849 18124560530059279457 1 10
103886982955246 18124560530059279457 1 32
103039694345803 18126413550248131298 1 33
103039694345803 18115295429115020252 1 39
1338386486913697 3721106508424444903 1 47
1338386486913697 9426403532790861945 1 50
1338386486913697 812660689284692167 1 53
1338386486913697 13199185133513200396 1 59
1338386486913697 11418486967042560253 1 61
1338386486913697 16482283856343580034 1 41
1338386486913697 10013216788126732828 1 48
30503552201415 5950412982254916539 -1 29
167764306931181 14451377254171236788 -1 38
305025061660947 7657584793614986962 -1 22
579609333239697 9849347157910672388 -1 60
579609333239697 1874321777322475895 -1 61
579609333239697 3339361350975436144 -1 43
579609333239697 5594423611826739097 -1 42
579609333239697 8412610646269003995 -1 33
579609333239697 7162253456657164554 -1 26
582998487677469 7212285001756164261 -1 17
586387900395567 7212285001756164261 -1 12
586387901635596 7212285001756164261 -1 18
594014275024443 7212285001756164261 -1 4
594014276677977 7212285001756164261 -1 2
594014276677998 7212285001756164261 -1 0
594296577074321 7212285001756164261 -1 8
594296709416252 7212285001756164261 -1 3
594296709435989 7212285001756164261 -1 6
594296723786354 7212285001756164261 -1 16
1211938825123817 7212285001756164261 -1 20
1234823755711958 7212285001756164261 -1 32
1235106185248439 7215991042133867943 -1 47
1235106185248439 10197204082485320246 -1 56
1029225513506993 1194683670953413179 -1 23
1235304930365216 1194683670953413179 -1 7
198267213431781 350220815692997949 1 21
175401268789878 350220815692997949 1 37
106770891424995 6467814236194875478 1 43
106779027255264 2533293668663024896 1 12
106775756235909 2533293668663024896 1 26
104232728146113 2566648032062358034 1 25
103385439536670 2553676890740395147 1 8
103385310409631 2553676890740395147 1 1
103385310527732 2553676890740395147 1 24
102820451454791 2553676890740395147 1 11
102820064211449 2553676890740395147 1 3
102820064152616 2553676890740395147 1 40
102820064152616 14709489329608472107 1 53
38129666247054 350220815692997949 -1 9
38130053687229 350220815692997949 -1 20
61014981972459 650410086286996191 -1 45
38148649870701 6467814236194875478 -1 29
198286197055428 6918098142085872841 -1 0
198286197075113 6918098142085872841 -1 2
198286197075134 6918098142085872841 -1 13
198296660616983 6918098142085872841 -1 16
198296875850588 6918098142085872841 -1 34
30517499339019 433606724191330794 1 42
30517499339019 9957775153539490867 1 37
30517499339019 10257964424133489109 1 49
30517499339019 14846312880438294196 1 26
33059365167348 14829635698738627627 1 56
33059365167348 7304087843988408905 1 40
33059365167348 16740051150636661929 1 51
38129924527380 7293592457400996061 -1 45
38129924527380 331562048210203898 -1 20
61014852812610 631751318804202140 -1 42
61014852812610 16572221952723519351 -1 26
66098584469268 16577781013290074874 -1 41
63556847781102 15753474654493107785 -1 43
63556847781102 9195111466063394572 -1 25
67793290828317 3332083682225644109 -1 49
67793290828317 15571250480740681605 -1 29
136434128546403 15721345116037680726 -1 22
205137728383707 15721345116037680726 -1 8
205137857536992 15721345116037680726 -1 52
205137857536992 2286350973058525715 -1 30
616920121726290 2736634878949523078 -1 53
616920121726290 13180379237021937317 -1 47
616920121726290 7363129607758755969 -1 39
1234593518010237 15468239913796708503 -1 23
1852455200651838 15468239913796708503 -1 55
1852455200651838 12097747204890533414 -1 56
1852455200651838 3095226793358626347 -1 60
1852455200651838 6193956465499705947 -1 62
167764306931181 9905642215399414234 1 45
175396877984970 12589202337407855196 1 18
167771667920472 18124560530059279457 1 12
167771668806207 18124560530059279457 1 3
167771668806252 18124560530059279457 1 4
167771668629186 18124560530059279457 1 1
167771668629180 18124560530059279457 1 13
167768183439102 18124560530059279457 1 21
99148266427422 18124560530059279457 1 33
100842843646308 18130119590625834980 1 17
99995684177028 18139384691570094185 1 39
100843058879913 2394344053206526747 1 41
1336189851447807 3308026818931535438 1 23
718610598342687 771003889425721655 1 47
718610727522216 6476300913792138697 1 0
718610727502534 6476300913792138697 1 48
718610727502534 2848409588428323612 1 51
718610727502534 6331817340859214588 1 53
718610727502534 1692053504730011595 1 57
33044255768277 350220815692997949 -1 18
40670628094242 650410086286996191 -1 45
40670240732802 6467814236194875478 -1 9
40670628179535 6467814236194875478 -1 34
43212494007864 13494571786401206435 -1 0
43212494027549 715137227302534985 -1 2
43212494086616 17850374445168136407 -1 43
43212494086616 1717811282291263414 -1 52
43212494086616 11941089463765924595 -1 16
43212580186619 11941089463765924595 -1 49
43212580186619 3119678688946125600 -1 29
180474497177852 3269773324243124721 -1 20
134739508451402 3269773324243124721 -1 22
203443108288706 3269773324243124721 -1 56
203443108288706 12713996986420769270 -1 40
203443108288706 2857541909524199417 -1 51
203443108288706 14361126449971046790 -1 59
203443108288706 11702784656441647959 -1 53
203443108288706 4576076514034646815 -1 30
615225372478004 5026360419925644178 -1 38
615225372478004 10561718612577068439 -1 47
615225372478004 10279827175965311352 -1 31
